dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,attack_cat,label
0.40552,tcp,-,FIN,10,6,756,268,36.989544,13434.603,4419.0176,2,1,0,0,0,Fuzzers,1
1.415078,tcp,-,FIN,14,12,774,642,17.66687,4064.7935,3329.8516,3,1,0,0,0,Fuzzers,1
1.46706,tcp,-,FIN,14,12,774,642,17.040886,3920.7668,3211.866,2,1,0,0,0,Fuzzers,1
32.022385,tcp,-,FIN,20,12,1176,536,0.968073,279.30463,122.91402,2,2,0,0,0,Fuzzers,1
0.39839,tcp,-,FIN,10,6,756,268,37.651546,13675.042,4498.105,1,1,0,0,0,Fuzzers,1
0.448495,tcp,-,FIN,10,6,534,268,33.44519,8579.806,3995.5852,3,3,0,0,0,Fuzzers,1
0.561849,tcp,-,FIN,10,6,756,268,26.697565,9696.556,3189.469,2,1,0,0,0,Fuzzers,1
1.007031,tcp,http,FIN,60,14,68195,612,72.490326,532726.44,4520.2188,1,1,0,0,1,Fuzzers,1
0.93688,tcp,ftp,FIN,14,12,726,682,26.684315,5763.812,5345.402,1,1,1,1,0,Fuzzers,1
0.534774,tcp,-,FIN,10,6,756,268,28.049232,10187.481,3350.9482,1,1,0,0,0,Fuzzers,1
0.689922,tcp,-,FIN,10,6,756,268,21.741589,7896.545,2597.3953,1,1,0,0,0,Fuzzers,1
0.882482,tcp,-,FIN,10,8,588,354,19.26385,4804.631,2810.2556,1,1,0,0,0,Fuzzers,1
1.2e-05,udp,-,INT,2,0,2982,0,83333.33,9.9399994e+08,0.0,1,1,0,0,0,Fuzzers,1
4e-06,udp,-,INT,2,0,104,0,250000.0,1.04e+08,0.0,1,1,0,0,0,Fuzzers,1
0.419928,tcp,-,FIN,10,6,592,268,35.72041,10154.121,4267.398,2,1,0,0,0,Fuzzers,1
19.923668,tcp,http,FIN,1624,252,2162355,10846,94.10918,867721.4,4337.7554,1,1,0,0,1,Fuzzers,1
1.06649,tcp,-,FIN,10,8,1014,354,15.940139,6848.634,2325.385,1,1,0,0,0,Fuzzers,1
0.793032,tcp,-,FIN,10,6,1014,268,18.914747,9210.221,2259.682,1,1,0,0,0,Fuzzers,1
0.681279,tcp,-,FIN,10,6,1792,268,22.01741,18940.846,2630.3467,1,1,0,0,0,Fuzzers,1
1.341779,tcp,-,FIN,12,8,3024,714,14.160305,16527.312,3726.396,1,1,0,0,0,Fuzzers,1
0.745662,tcp,-,FIN,10,6,3072,268,20.116354,29664.916,2403.2336,1,1,0,0,0,Fuzzers,1
0.860558,tcp,-,FIN,10,6,1526,268,17.430552,12773.108,2082.3699,1,1,0,0,0,Fuzzers,1
31.6392,tcp,-,FIN,20,16,1108,708,1.106223,266.25198,167.89299,3,2,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,2,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,104,0,200000.0,8.32e+07,0.0,1,1,0,0,0,Fuzzers,1
0.675564,tcp,-,FIN,10,8,2550,354,25.16416,27177.293,3671.0068,1,1,0,0,0,Fuzzers,1
32.28117,tcp,-,FIN,20,12,1176,536,0.960312,277.06555,121.928665,2,2,0,0,0,Fuzzers,1
0.644756,tcp,-,FIN,10,8,588,354,26.366564,6576.131,3846.4163,1,1,0,0,0,Fuzzers,1
1.212774,tcp,-,FIN,12,10,1098,800,17.315674,6642.6226,4749.442,1,1,0,0,0,Fuzzers,1
0.603435,tcp,-,FIN,10,6,534,268,24.85769,6376.826,2969.6655,2,2,0,0,0,Fuzzers,1
0.413382,tcp,-,FIN,10,6,588,268,36.286053,10256.857,4334.9736,1,1,0,0,0,Fuzzers,1
1.193868,tcp,-,FIN,12,10,1044,816,17.589884,6412.769,4925.1675,1,1,0,0,0,Fuzzers,1
0.754474,tcp,-,FIN,10,6,756,268,19.881401,7220.925,2375.1648,1,1,0,0,0,Fuzzers,1
0.51102,tcp,-,FIN,10,6,756,268,29.353058,10661.031,3506.712,1,1,0,0,0,Fuzzers,1
0.825867,tcp,-,FIN,12,10,976,852,25.427822,8669.677,7429.7676,1,1,0,0,0,Fuzzers,1
0.635743,tcp,-,FIN,10,8,588,354,26.740364,6669.3613,3900.9473,2,1,0,0,0,Fuzzers,1
34.455128,tcp,ftp,FIN,30,24,1610,1364,1.538233,361.51367,303.69934,2,2,2,2,0,Fuzzers,1
0.936098,tcp,-,FIN,10,6,534,268,16.023964,4110.6807,1914.3295,1,1,0,0,0,Fuzzers,1
0.918788,tcp,-,FIN,14,12,774,642,27.209759,6260.4214,5128.495,1,1,0,0,0,Fuzzers,1
0.404378,tcp,-,FIN,10,6,534,268,37.094006,9515.849,4431.497,1,1,0,0,0,Fuzzers,1
0.993475,tcp,-,FIN,14,10,774,556,23.15106,5789.7783,4034.324,2,1,0,0,0,Fuzzers,1
0.568766,tcp,-,FIN,10,6,756,268,26.372885,9578.632,3150.6807,2,1,0,0,0,Fuzzers,1
0.454651,tcp,-,FIN,10,6,534,268,32.99234,8463.635,3941.4849,3,2,0,0,0,Fuzzers,1
0.675796,tcp,-,FIN,10,6,534,268,22.196049,5694.0264,2651.688,1,1,0,0,0,Fuzzers,1
0.883285,tcp,-,FIN,12,8,600,404,21.51061,4981.405,3206.2131,1,1,0,0,0,Backdoor,1
17.330788,ospf,-,INT,28,0,12832,0,1.557921,5711.916,0.0,1,1,0,0,0,Analysis,1
0.323492,tcp,-,FIN,10,6,534,268,46.369,11895.194,5539.55,1,1,0,0,0,Fuzzers,1
0.599973,tcp,-,FIN,12,8,1046,752,31.66809,12787.241,8773.728,1,1,0,0,0,Fuzzers,1
19.349009,udp,-,INT,4,0,208,0,0.155047,64.49943,0.0,1,1,0,0,0,Fuzzers,1
1.468103,tcp,-,FIN,12,10,3024,814,14.304173,15105.207,3994.27,1,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,224,0,100000.0,8.96e+07,0.0,3,1,0,0,0,Fuzzers,1
1.712489,tcp,-,FIN,12,8,986,716,11.094962,4223.093,2929.0698,1,1,0,0,0,Fuzzers,1
0.687969,tcp,-,FIN,60,14,68189,612,106.10943,779721.1,6616.577,1,1,0,0,1,Fuzzers,1
4e-06,udp,-,INT,2,0,584,0,250000.0,5.84e+08,0.0,1,1,0,0,0,Fuzzers,1
3.4e-05,udp,-,INT,2,0,744,0,29411.764,8.752941e+07,0.0,2,1,0,0,0,Fuzzers,1
1.691088,tcp,ftp,FIN,62,20,68109,1026,47.89816,317007.75,4612.4155,1,1,0,0,0,Fuzzers,1
0.666553,tcp,-,FIN,12,10,1106,806,31.505371,12170.074,8713.485,1,1,0,0,0,Fuzzers,1
53.54965,tcp,-,FIN,24,18,2144,1524,0.765645,307.00482,215.12746,2,2,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,2,1,0,0,0,Fuzzers,1
31.519764,tcp,-,FIN,20,12,1302,536,0.98351,313.96173,124.87403,4,3,0,0,0,Fuzzers,1
0.78228,tcp,-,FIN,12,8,3022,694,24.287977,28337.678,6217.722,1,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,2,1,0,0,0,Fuzzers,1
0.735505,tcp,-,FIN,12,8,1140,756,25.832592,11366.341,7200.495,1,1,0,0,0,Fuzzers,1
1.16401,tcp,-,FIN,10,8,2550,354,14.604685,15773.06,2130.566,1,1,0,0,0,Fuzzers,1
38.78433,tcp,-,FIN,24,16,1998,1478,1.005561,395.0049,285.88867,2,2,0,0,0,Fuzzers,1
0.541002,tcp,-,FIN,12,8,1000,756,35.12002,13560.024,9789.243,2,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,4,1,0,0,0,Fuzzers,1
0.920591,tcp,-,FIN,12,10,1232,844,22.811434,9819.779,6604.453,1,1,0,0,0,Fuzzers,1
0.54139,tcp,-,FIN,12,8,2018,742,35.09485,27337.04,9604.906,1,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,6,1,0,0,0,Fuzzers,1
0.761222,tcp,-,FIN,12,8,2002,720,24.959867,19295.291,6620.933,1,1,0,0,0,Fuzzers,1
0.617236,tcp,-,FIN,12,10,1250,778,34.02264,14853.313,9085.665,1,1,0,0,0,Fuzzers,1
0.798179,tcp,-,FIN,12,8,1238,762,23.804186,11375.895,6685.2173,1,1,0,0,0,Fuzzers,1
0.82436,tcp,-,FIN,60,14,68201,612,88.55354,650832.1,5521.8594,2,1,0,0,1,Fuzzers,1
0.448495,tcp,-,FIN,10,6,534,268,33.44519,8579.806,3995.5852,3,3,0,0,0,Fuzzers,1
0.987074,tcp,-,FIN,12,8,1040,704,19.24881,7731.943,4992.533,1,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,2,1,0,0,0,Fuzzers,1
32.081898,tcp,http,FIN,120,28,136392,1224,4.582023,33727.68,294.4963,3,2,0,0,2,Fuzzers,1
0.866346,tcp,-,FIN,12,10,1038,840,24.239738,8790.945,6981.0444,1,1,0,0,0,Fuzzers,1
4e-06,udp,-,INT,2,0,104,0,250000.0,1.04e+08,0.0,2,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,3,1,0,0,0,Fuzzers,1
4e-06,udp,-,INT,2,0,104,0,250000.0,1.04e+08,0.0,3,1,0,0,0,Fuzzers,1
0.700896,tcp,-,FIN,12,8,1250,766,27.108158,13080.399,7658.768,1,1,0,0,0,Fuzzers,1
0.668729,tcp,-,FIN,22,10,17778,796,46.356594,203011.98,8577.466,1,1,0,0,0,Fuzzers,1
0.752484,tcp,-,FIN,12,8,1058,728,25.249706,10312.512,6772.237,1,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,4,1,0,0,0,Fuzzers,1
0.710357,tcp,-,FIN,12,8,1058,726,26.747114,10924.085,7162.5957,1,1,0,0,0,Fuzzers,1
0.903286,tcp,-,FIN,14,8,1324,726,23.248451,10893.56,5632.7676,1,1,0,0,0,Fuzzers,1
4e-06,udp,-,INT,2,0,1144,0,250000.0,1.144e+09,0.0,2,1,0,0,0,Fuzzers,1
0.628406,tcp,-,FIN,12,8,996,718,30.235231,11623.06,8007.562,2,1,0,0,0,Fuzzers,1
1.118193,tcp,-,FIN,60,14,68185,612,65.2839,479695.34,4070.8535,1,1,0,0,1,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,6,1,0,0,0,Fuzzers,1
0.671311,tcp,-,FIN,12,8,996,722,28.302828,10880.203,7531.5312,1,1,0,0,0,Fuzzers,1
2e-06,udp,-,INT,2,0,1064,0,500000.0,2.128e+09,0.0,2,1,0,0,0,Fuzzers,1
0.630103,tcp,-,FIN,12,8,998,766,30.153801,11617.148,8519.242,2,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,1304,0,200000.0,1.0432e+09,0.0,2,1,0,0,0,Fuzzers,1
0.697718,tcp,-,FIN,12,8,1034,726,27.23163,10869.721,7292.344,1,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,1984,0,200000.0,1.5872e+09,0.0,4,2,0,0,0,Fuzzers,1
0.863581,tcp,-,FIN,12,8,1042,758,22.00141,8856.146,6151.1313,1,1,0,0,0,Fuzzers,1
2.888513,ospf,-,INT,82,0,5248,0,28.042109,14357.56,0.0,1,1,0,0,0,Backdoor,1
1.138659,tcp,-,FIN,60,14,68183,612,64.110504,471059.38,3997.685,1,1,0,0,1,Fuzzers,1
1.029348,tcp,-,FIN,60,14,68185,612,70.91868,521098.78,4422.217,1,1,0,0,1,Fuzzers,1
0.775459,tcp,-,FIN,60,14,68195,612,94.137794,691812.2,5870.072,1,1,0,0,1,Fuzzers,1
6e-06,udp,-,INT,2,0,104,0,166666.66,6.933333e+07,0.0,2,1,0,0,0,Fuzzers,1
0.36329,tcp,http,FIN,10,6,526,268,41.289326,10437.941,4932.698,1,1,0,0,1,Fuzzers,1
0.895223,tcp,-,FIN,12,6,4658,268,18.989681,38158.09,2001.7358,1,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
45.03731,ospf,-,INT,42,0,18480,0,0.910356,3204.454,0.0,1,1,0,0,0,Fuzzers,1
0.779894,tcp,-,FIN,12,8,3666,354,24.362286,34476.48,3179.9194,1,1,0,0,0,Fuzzers,1
0.733297,tcp,-,FIN,10,6,534,268,20.455559,5247.5327,2443.7576,1,1,0,0,0,Fuzzers,1
0.910099,tcp,-,FIN,34,10,35002,440,47.247604,298631.25,3480.94,3,3,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,3,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,1,1,0,0,0,Fuzzers,1
1e-06,udp,-,INT,2,0,104,0,1e+06,4.16e+08,0.0,1,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,5,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,3,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,104,0,200000.0,8.32e+07,0.0,1,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,3,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,4,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,6,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,3,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,3,1,0,0,0,Fuzzers,1
1.05499,tcp,-,FIN,60,14,68199,612,69.19496,508539.4,4314.7324,1,1,0,0,1,Fuzzers,1
1e-05,udp,-,INT,2,0,424,0,100000.0,1.696e+08,0.0,3,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,864,0,100000.0,3.456e+08,0.0,1,1,0,0,0,Fuzzers,1
1.109073,tcp,-,FIN,10,6,498,268,13.524808,3238.7407,1615.7638,1,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,1504,0,100000.0,6.016e+08,0.0,4,1,0,0,0,Fuzzers,1
1.730255,tcp,-,FIN,10,8,514,354,9.825141,2140.7249,1433.3147,1,1,0,0,0,Fuzzers,1
0.934241,tcp,-,FIN,60,14,68185,612,78.1383,574147.4,4872.4043,1,1,0,0,1,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
41.066822,tcp,-,FIN,20,12,1670,536,0.754867,309.15466,95.843796,4,3,0,0,0,Fuzzers,1
0.986512,tcp,-,FIN,10,6,1506,268,15.205086,10996.318,1816.501,1,1,0,0,0,Fuzzers,1
0.907345,tcp,-,FIN,60,14,68181,612,80.45451,591131.25,5016.835,1,1,0,0,1,Fuzzers,1
0.66712,tcp,-,FIN,12,10,1250,842,31.478596,13742.655,9089.819,1,1,0,0,0,Fuzzers,1
1.714032,tcp,-,FIN,34,12,36414,526,26.253885,164958.4,2254.3335,3,2,0,0,0,Fuzzers,1
0.385741,tcp,-,FIN,12,8,1058,770,49.255848,20117.125,13978.291,2,1,0,0,0,Fuzzers,1
0.448242,tcp,-,FIN,10,6,574,268,33.464066,9227.158,3997.8403,3,2,0,0,0,Fuzzers,1
0.789855,tcp,-,FIN,12,8,1058,718,24.055048,9824.588,6370.7896,1,1,0,0,0,Fuzzers,1
0.540603,tcp,-,FIN,10,6,562,268,27.746796,7487.935,3314.8171,2,1,0,0,0,Fuzzers,1
0.744412,tcp,-,FIN,22,12,17778,862,44.33029,182372.12,8500.669,2,1,0,0,0,Fuzzers,1
0.528144,tcp,-,FIN,10,6,550,268,28.401344,7497.955,3393.014,1,1,0,0,0,Fuzzers,1
0.509218,tcp,-,FIN,10,6,1022,268,29.456932,14453.535,3519.1216,2,2,0,0,0,Fuzzers,1
0.660746,tcp,-,FIN,12,8,2018,722,28.755377,22398.926,7651.9575,1,1,0,0,0,Fuzzers,1
0.479727,tcp,-,FIN,12,6,3666,268,35.43682,56048.543,3735.4578,1,1,0,0,0,Fuzzers,1
0.509002,tcp,-,FIN,10,6,542,268,29.469435,7669.911,3520.615,1,1,0,0,0,Fuzzers,1
0.541427,tcp,-,FIN,10,6,534,268,27.704565,7107.1445,3309.772,2,2,0,0,0,Fuzzers,1
0.541427,tcp,-,FIN,10,6,534,268,27.704565,7107.1445,3309.772,2,2,0,0,0,Fuzzers,1
0.649788,tcp,-,FIN,10,6,1526,268,23.084452,16916.285,2757.8225,1,1,0,0,0,Fuzzers,1
0.739602,tcp,-,FIN,10,8,1526,354,22.985334,14862.047,3353.1548,1,1,0,0,0,Fuzzers,1
32.081898,tcp,http,FIN,120,28,136392,1224,4.582023,33727.68,294.4963,3,2,0,0,2,Fuzzers,1
0.644581,tcp,-,FIN,10,6,2550,268,23.27093,28483.62,2780.1006,1,1,0,0,0,Fuzzers,1
0.561362,tcp,-,FIN,12,8,1058,716,33.846252,13823.521,8935.41,1,1,0,0,0,Fuzzers,1
23.93485,udp,-,INT,4,0,360,0,0.12534,90.24497,0.0,1,1,0,0,0,Fuzzers,1
0.866589,tcp,-,FIN,34,10,34210,440,49.61983,306525.94,3655.7122,2,1,0,0,0,Fuzzers,1
16.495165,udp,-,INT,4,0,460,0,0.181871,167.32176,0.0,1,1,0,0,0,Fuzzers,1
0.699608,tcp,-,FIN,12,8,1058,722,27.158066,11091.926,7226.904,1,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,2,1,0,0,0,Fuzzers,1
6e-06,udp,-,INT,2,0,248,0,166666.66,1.6533333e+08,0.0,1,1,0,0,0,Fuzzers,1
0.884127,tcp,http,FIN,60,14,68197,612,82.56732,606799.7,5148.5815,1,1,0,0,1,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,3,1,0,0,0,Fuzzers,1
7e-06,udp,-,INT,2,0,224,0,142857.14,1.28e+08,0.0,2,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,186,0,200000.0,1.488e+08,0.0,3,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
0.914134,tcp,http,FIN,60,14,68195,612,79.857,586863.6,4979.576,1,1,0,0,1,Fuzzers,1
1.215214,tcp,http,FIN,60,14,68195,612,60.071724,441462.97,3745.8423,1,1,0,0,1,Fuzzers,1
6e-06,udp,-,INT,2,0,104,0,166666.66,6.933333e+07,0.0,2,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,104,0,100000.0,4.16e+07,0.0,1,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,140,0,200000.0,1.12e+08,0.0,3,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,160,0,333333.3,2.1333333e+08,0.0,2,1,0,0,0,Fuzzers,1
0.544034,tcp,-,FIN,10,8,588,354,31.248047,7793.6304,4558.5386,2,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,194,0,125000.0,9.7e+07,0.0,2,1,0,0,0,Fuzzers,1
7e-06,udp,-,INT,2,0,144,0,142857.14,8.228571e+07,0.0,2,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,190,0,200000.0,1.52e+08,0.0,2,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,230,0,111111.11,1.02222216e+08,0.0,2,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,384,0,111111.11,1.7066666e+08,0.0,3,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,1104,0,100000.0,4.416e+08,0.0,2,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,1984,0,200000.0,1.5872e+09,0.0,4,2,0,0,0,Fuzzers,1
0.798643,tcp,-,FIN,10,8,534,354,21.286106,4818.173,3105.2673,1,1,0,0,0,Fuzzers,1
0.578,tcp,-,FIN,10,6,534,268,25.951557,6657.4395,3100.346,2,1,0,0,0,Fuzzers,1
0.868413,tcp,-,FIN,10,8,534,354,19.57594,4431.072,2855.7842,3,2,0,0,0,Fuzzers,1
0.868413,tcp,-,FIN,10,8,534,354,19.57594,4431.072,2855.7842,3,2,0,0,0,Fuzzers,1
4e-06,udp,-,INT,2,0,2624,0,250000.0,2.624e+09,0.0,1,1,0,0,0,Fuzzers,1
0.629777,tcp,-,FIN,10,6,534,268,23.817953,6110.099,2845.4517,2,2,0,0,0,Fuzzers,1
0.676569,tcp,-,FIN,10,8,588,354,25.12678,6266.9146,3665.5537,1,1,0,0,0,Fuzzers,1
0.698918,tcp,-,FIN,10,6,534,268,21.461746,5505.6533,2563.9631,3,3,0,0,0,Fuzzers,1
30.121977,ospf,-,INT,42,0,2184,0,1.361132,566.2311,0.0,1,1,0,0,0,Backdoor,1
0.645488,tcp,-,FIN,10,8,534,354,26.336662,5961.381,3842.0542,1,1,0,0,0,Fuzzers,1
0.319861,tcp,-,FIN,10,6,672,268,46.89537,15131.573,5602.4336,2,1,0,0,0,Fuzzers,1
0.502001,tcp,-,FIN,10,6,832,268,29.880419,11936.231,3569.714,1,1,0,0,0,Fuzzers,1
0.45042,tcp,-,FIN,10,6,534,268,33.302254,8543.138,3978.509,2,1,0,0,0,Fuzzers,1
0.39683,tcp,-,FIN,10,6,1152,268,37.79956,20905.678,4515.7876,1,1,0,0,0,Fuzzers,1
0.585943,tcp,-,FIN,10,8,534,354,29.013062,6567.192,4232.4937,1,1,0,0,0,Fuzzers,1
0.631642,tcp,-,FIN,10,6,610,268,23.74763,6953.306,2837.0503,1,1,0,0,0,Fuzzers,1
2.2e-05,udp,-,INT,2,0,2730,0,45454.547,4.9636365e+08,0.0,1,1,0,0,0,Fuzzers,1
0.778108,tcp,-,FIN,10,6,1282,268,19.27753,11864.677,2303.0222,2,2,0,0,0,Fuzzers,1
0.778108,tcp,-,FIN,10,6,1282,268,19.27753,11864.677,2303.0222,2,2,0,0,0,Fuzzers,1
35.21572,tcp,-,FIN,20,14,1068,622,0.937081,230.57884,131.305,2,2,0,0,0,Fuzzers,1
0.625657,tcp,-,FIN,10,6,534,268,23.974796,6150.3345,2864.189,1,1,0,0,0,Fuzzers,1
1.025272,tcp,-,FIN,14,10,774,556,22.433071,5610.2183,3909.2065,1,1,0,0,0,Fuzzers,1
1.5e-05,ipv6,-,INT,2,0,86,0,66666.67,2.2933334e+07,0.0,1,1,0,0,0,Backdoor,1
0.798071,tcp,-,FIN,14,10,774,556,28.81949,7207.3784,5022.1094,1,1,0,0,0,Fuzzers,1
0.57168,tcp,-,FIN,10,6,1542,268,26.238455,19423.453,3134.6206,1,1,0,0,0,Fuzzers,1
0.488439,tcp,-,FIN,10,6,756,268,30.71008,11153.9,3668.8308,2,1,0,0,0,Fuzzers,1
0.61806,tcp,-,FIN,10,6,756,268,24.26949,8814.679,2899.395,1,1,0,0,0,Fuzzers,1
0.928003,tcp,-,FIN,10,8,756,354,18.318907,5870.6704,2672.405,1,1,0,0,0,Fuzzers,1
1.329347,tcp,-,FIN,16,12,860,642,20.310724,4856.5195,3544.5974,2,1,0,0,0,Fuzzers,1
0.788643,tcp,http,FIN,60,14,68195,612,92.564064,680246.94,5771.94,1,1,0,0,1,Fuzzers,1
0.507784,tcp,-,FIN,10,6,534,268,29.54012,7578.0254,3529.0596,1,1,0,0,0,Fuzzers,1
0.629826,tcp,-,FIN,10,6,756,268,23.816101,8650.008,2845.2302,1,1,0,0,0,Fuzzers,1
0.523583,tcp,-,FIN,10,6,756,268,28.648752,10405.228,3422.571,1,1,0,0,0,Fuzzers,1
0.462855,tcp,-,FIN,10,8,756,354,36.728565,11770.425,5358.0493,2,1,0,0,0,Fuzzers,1
0.575441,tcp,-,FIN,10,6,2550,268,26.066963,31905.965,3114.1333,1,1,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,3,1,0,0,0,Fuzzers,1
0.419267,tcp,-,FIN,10,8,756,354,40.546955,12994.106,5915.085,2,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,5,1,0,0,0,Fuzzers,1
2e-06,udp,-,INT,2,0,104,0,500000.0,2.08e+08,0.0,5,1,0,0,0,Fuzzers,1
0.822588,tcp,-,FIN,12,6,4694,268,20.666481,41848.41,2178.4902,1,1,0,0,0,Fuzzers,1
1e-05,sctp,-,INT,2,0,152,0,100000.0,6.08e+07,0.0,1,1,0,0,0,Fuzzers,1
0.937222,tcp,-,FIN,60,14,68181,612,77.88976,572287.06,4856.9067,1,1,0,0,1,Fuzzers,1
1e-05,sctp,-,INT,2,0,152,0,100000.0,6.08e+07,0.0,1,1,0,0,0,Backdoor,1
0.640185,tcp,-,FIN,12,10,1162,840,32.803017,13321.149,9447.27,1,1,0,0,0,Fuzzers,1
1.040622,tcp,-,FIN,14,8,1084,724,20.180239,7741.524,4874.0083,1,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,2640,0,200000.0,2.112e+09,0.0,2,1,0,0,0,Fuzzers,1
0.459474,tcp,-,FIN,10,8,756,354,36.99883,11857.036,5397.476,3,1,0,0,0,Fuzzers,1
1.057387,tcp,-,FIN,12,10,1226,798,19.860277,8503.982,5439.8247,1,1,0,0,0,Fuzzers,1
1.543901,tcp,-,FIN,12,8,2006,774,12.306489,9529.108,3513.1787,1,1,0,0,0,Fuzzers,1
0.668636,tcp,-,FIN,10,8,756,354,25.424894,8147.9307,3709.0435,2,1,0,0,0,Fuzzers,1
1.000002,tcp,-,FIN,12,8,980,726,18.999962,7191.9854,5087.9897,1,1,0,0,0,Fuzzers,1
0.404772,tcp,-,FIN,10,6,756,268,37.0579,13459.429,4427.1836,1,1,0,0,0,Fuzzers,1
0.503579,tcp,-,FIN,10,6,756,268,29.786785,10818.561,3558.5278,1,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,104,0,100000.0,4.16e+07,0.0,1,1,0,0,0,Fuzzers,1
0.630595,tcp,-,FIN,10,8,756,354,26.958666,8639.459,3932.7935,1,1,0,0,0,Fuzzers,1
0.878675,tcp,-,FIN,12,10,3042,830,23.899622,25392.78,6801.1494,1,1,0,0,0,Fuzzers,1
0.435826,tcp,-,FIN,12,8,2018,744,43.59538,33958.508,11949.723,1,1,0,0,0,Fuzzers,1
0.560076,tcp,-,FIN,12,8,1002,772,33.92397,13126.79,9655.832,2,1,0,0,0,Fuzzers,1
0.834541,tcp,-,FIN,22,10,17778,836,37.146168,162676.25,7218.339,1,1,0,0,0,Fuzzers,1
41.95047,udp,-,INT,4,0,208,0,0.071513,29.749369,0.0,1,1,0,0,0,Fuzzers,1
0.504994,tcp,-,FIN,10,6,756,268,29.703325,10788.247,3548.5571,2,1,0,0,0,Fuzzers,1
0.531356,tcp,-,FIN,12,8,3042,712,35.757572,41990.684,9379.776,1,1,0,0,0,Fuzzers,1
0.603435,tcp,-,FIN,10,6,534,268,24.85769,6376.826,2969.6655,2,2,0,0,0,Fuzzers,1
